2017,Animation-Action-Adventure-Fantasy-Romance-Science Fiction,1
2017,Drama-TV Movie-Crime,3
2017,Drama-Fantasy-Horror,5
2017,Crime-Thriller,40
2017,Action-Romance-Thriller,17
2017,Action-War,5
2017,Action-Fantasy-Comedy-Crime-Thriller,2
2017,Horror-Crime-Drama-Mystery-Thriller,2
2017,Action-Comedy-Crime-Drama,1
2017,Horror-Action-Thriller-Mystery,2
2017,Drama-Science Fiction-Thriller,11
2017,TV Movie-Drama-Thriller,5
2017,Horror-Action-Science Fiction,4
2017,Action-Adventure-Fantasy-Thriller,1
2017,Crime-Science Fiction-Thriller,2
2017,Family-Comedy-Drama,10
2017,Crime-Romance-Drama,2
2017,Animation-Drama,39
2017,Action-Comedy-Adventure-Crime-Thriller,2
2017,TV Movie-Thriller,16
2017,Fantasy-Comedy-Science Fiction,1
2017,Documentary-TV Movie,69
2017,Drama-Romance-Thriller,8
2017,Mystery-Drama-Romance,2
2017,Animation-Adventure-Action-Drama,2
2017,Family-Horror-Mystery,2
2017,Animation-Action-Drama,2
2017,Family-Adventure-Animation-Comedy,1
2017,Action-Thriller-Crime,10
2017,Comedy-Drama-Science Fiction,5
2017,Drama-History-Thriller,5
2017,Action-Science Fiction-Adventure-Thriller,2
2017,Fantasy-Adventure-Family,2
2017,Drama-TV Movie-Romance,17
2017,Thriller-Drama-TV Movie,9
2017,Action-Drama-Horror,6
2017,Family-Fantasy,5
2017,Science Fiction-Drama-Family,6
2017,Thriller-Mystery-Drama-Crime,2
2017,Documentary-Comedy,35
2017,Drama-Action-TV Movie,2
2017,Animation-Comedy-Family-Fantasy-Drama,3
2017,Family-Documentary,6
2017,Comedy-Drama-Crime-Thriller,1
2017,Thriller-Horror-Drama-Mystery,5
2017,Horror-Comedy-Drama-Fantasy-Animation,2
2017,Adventure-Western-Action-Romance-Drama,2
2017,Horror-Fantasy-Action,1
2017,Drama-Science Fiction-Fantasy,2
2017,Drama-TV Movie,83
2017,Action-Animation-Comedy-Family-Adventure,1
2017,Thriller-Horror-Science Fiction-TV Movie,2
2017,Drama-Thriller-Crime-Mystery,2
2017,Fantasy-Comedy-Horror,2
2017,Comedy-Comedy,1
2017,Adventure-Science Fiction-Action,1
2017,Science Fiction-Action,19
2017,Adventure-Family-Fantasy-Animation,2
2017,Animation-Action-Fantasy,6
2017,Family-Fantasy-Adventure-Drama,2
2017,Science Fiction-Animation-Adventure,3
2017,Science Fiction-Adventure-Action,3
2017,Horror-Science Fiction-Mystery,3
2017,Horror-Science Fiction,38
2017,Comedy-TV Movie-Documentary,2
2017,Action-Adventure-Comedy-Science Fiction-Crime,2
2017,War,10
2017,Action-Adventure-Romance,3
2017,Family-Adventure-Drama-Fantasy,2
2017,Drama-Romance-War,1
2017,Animation-Adventure-Family,9
2017,Science Fiction-Animation-Drama,4
2017,Adventure-Fantasy-Action,1
2017,Mystery-Crime-Drama-Thriller,2
2017,Mystery-Science Fiction-Thriller,4
2017,War-History-Drama-Romance,1
2017,Action-Crime-Drama-Science Fiction-Thriller,2
2017,Comedy-Music,30
2017,Animation-Family-Fantasy-Adventure-Comedy-Music,1
2017,Action-Adventure-Drama-Western,2
2017,Adventure,44
2017,Science Fiction-Drama-Mystery,3
2017,War-Drama-History-Romance,2
2017,Documentary-Music-History,2
